,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,MAT_nichefrac_2021,MTWM_nichefrac_2021,MTCM_nichefrac_2021,AP_nichefrac_2021,PDQ_nichefrac_2021
5883,Pristimantis spilogaster,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.15879837023169935,0.0020066479839458,1.0,1.0,1.0,1.0,1.0
5884,Phrynobatrachus jimzimkusi,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.1581697141242455,0.025039574257925024,1.0,1.0,1.0,1.0,1.0
5885,Quilticohyla erythromma,1,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.2952985915704591,0.0034695397447243696,1.0,1.0,1.0,0.5003413178581053,0.5003413178581053
5886,Meristogenys dyscritus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),1.181123593266679,0.03943166021000538,1.0,1.0,1.0,1.0,1.0
5887,Platymantis diesmosi,1,1,1,Kelsey Neam,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.44650821640615396,0.007879696330698821,1.0,1.0,1.0,0.7501296821297071,0.5
5888,Silverstoneia dalyi,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),3.205583567384985,0.19213131592859337,0.9167418121602932,0.9167418121602932,0.8333285470382383,1.0,1.0
5889,Silverstoneia dalyi,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),3.205583566837839,0.1921313155915393,0.9167418121602932,0.9167418121602932,0.8333285470382383,1.0,1.0
5890,Amnirana longipes,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),11.23637093080792,3.0759220967997223,1.0,1.0,0.9873681717612453,1.0,0.9873076548535696
5891,Pristimantis vicarius,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),10.953115818133904,0.5333721988809251,1.0,1.0,1.0,1.0,1.0
5892,Bolitoglossa huehuetenanguensis,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.28192801704026144,0.0017756904089218574,1.0,1.0,1.0,1.0,1.0
5893,Oreobates machiguenga,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10307259290164011,0.0008453971283822091,1.0,1.0,1.0,1.0,1.0
5894,Sarcohyla chryses,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International",0,Extant (resident),0.49756859824953725,0.009221717489792901,1.0,1.0,1.0,1.0,1.0
5895,Platymantis naomii,1,1,1,Kelsey Neam,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.3889024843772055,0.009818351589216144,1.0,1.0,1.0,1.0,1.0
5896,Lithobates vaillanti,1,1,1,Paulina Arias Caballero-CONABIO,2015,IUCN (International Union for Conservation of Nature) & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad),0,Extant (resident),0.4065665460560442,0.013153744677554088,1.0,1.0,1.0,1.0,1.0
5897,Lithobates vaillanti,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature) & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad),0,Extant (resident),147.0553790164909,42.27966234662197,0.9721795704670637,0.975144840989954,0.965422989230229,0.9101985376277544,0.8892988776726581
5898,Gracixalus seesom,3,1,1,Steven Allain & Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),18.07003826698303,0.15992972152064433,1.0,1.0,1.0,1.0,1.0
5899,Gracixalus seesom,1,1,1,Steven Allain & Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),85.09081049094529,1.5683166521397347,1.0,1.0,1.0,1.0,1.0
5900,Oreophrynella cryptica,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),3.6294444519990066,0.039224845681820705,1.0,1.0,1.0,1.0,1.0
5901,Guibemantis albolineatus,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),7.867534651889323,0.9056291931440887,1.0,1.0,1.0,0.970447582477414,1.0
5902,Boophis majori,1,1,1,Louise Hobin,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),5.896992479810412,0.2732580617721172,1.0,1.0,1.0,1.0,1.0
5903,Pristimantis sagittulus,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.5632216286244828,0.005551955803801266,1.0,1.0,1.0,1.0,1.0
5904,Pseudophilautus schneideri,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),4.387090781466149,0.6712816549373808,0.7827520935768689,0.9130773115777361,0.9131010027015765,0.8261546231554721,0.8261546231554721
5905,Tylototriton kweichowensis,6,1,1,Xie Feng,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,0.9298775538630911,0.06880815434655743,1.0,1.0,1.0,1.0,1.0
5906,Tylototriton kweichowensis,1,1,1,Xie Feng & Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),8.886017946426145,4.5912738781328715,1.0,1.0,1.0,1.0,1.0
5907,Atelopus dimorphus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.29982703595632443,0.00532881780687981,1.0,1.0,1.0,1.0,1.0
5908,Ixalotriton niger,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.20791800635974547,0.0017861913841561053,1.0,1.0,1.0,1.0,1.0
5909,Hyperolius viridis,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),13.811675492652169,3.7625765570465854,1.0,1.0,1.0,0.9565222496624479,0.9456170832311841
5910,Stefania scalae,1,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),8.665887554541628,1.1539899557319693,1.0,1.0,1.0,1.0,1.0
5911,Pristimantis adiastolus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),1.6875065290838855,0.051600551170733075,1.0,1.0,1.0,1.0,1.0
5912,Hyperolius jackie,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.05819937768987445,0.0001913051510388584,1.0,1.0,1.0,1.0,1.0
5913,Hyperolius jackie,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.05819937768987445,0.0001913051510388584,1.0,1.0,1.0,1.0,1.0
5914,Leptopelis mossambicus,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),44.908761093398475,33.39234124181402,1.0,1.0,1.0,1.0,0.9923770678111166
5915,Ixalotriton parvus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.11678018508983058,0.0010852191025158351,1.0,1.0,1.0,1.0,1.0
5916,Polypedates cruciger,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),10.034733268414653,2.715455797045841,0.8260249362689888,0.913000472111989,0.884011537719643,0.9274762787005155,0.9129625994084772
5917,Choerophryne gudrunae,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),2.6262895031059283,0.1315595610299608,1.0,1.0,1.0,1.0,1.0
5918,Cochranella granulosa,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),47.014290678624654,7.835771197704104,0.9157473230319163,0.9016887861274474,0.915852750515442,0.9718915324091244,0.9765474690105316
5919,Andinobates dorisswansonae,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.1848950020201716,0.0026464872100867795,1.0,1.0,1.0,1.0,1.0
5920,Boulengerula niedeni,1,1,1,Aina Pascual Cuadras,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.13110260988487984,0.0010280193383414478,1.0,1.0,1.0,1.0,1.0
5921,Pseudophilautus microtympanum,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),2.022822181959656,0.14623180177447656,0.8571639447866608,0.8571639447866608,0.8571639447866608,0.7142527245529693,0.7142527245529693
5922,Cornufer akarithymus,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),44.631278986236396,1.3246398264041037,0.9594486861446101,0.9594486861446101,0.9459410870853441,0.9324334880260782,0.9459410870853441
5923,Ptychadena mascareniensis,1,5,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant & Origin Uncertain (resident),1.9056634652233542,0.009099792007176238,1.0,1.0,1.0,1.0,1.0
5924,Ptychadena mascareniensis,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.7679166094801743,0.04692628022249867,1.0,1.0,1.0,1.0,1.0
5925,Ptychadena mascareniensis,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),376.3648336094418,565.2844013851123,0.997919396039279,0.9980250002881905,0.9987520147472054,0.9725595713947025,0.9691284719951702
5926,Ptychadena mascareniensis,1,3,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant & Introduced (resident),3.879243905168608,0.38285427364420654,0.7341685954941752,0.7341685954941752,0.7341685954941752,0.9335981674219802,0.8671963348439603
5927,Leptobrachella hamidi,1,1,1,Louise Hobin & Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),15.265921152745774,6.945736230935609,0.9799997631930765,1.0,1.0,1.0,1.0
5928,Gastrotheca pacchamama,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.8797203558013161,0.018665306977880266,1.0,1.0,1.0,1.0,1.0
5929,Xenorhina adisca,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.05254103540180501,0.00021958850000006191,1.0,1.0,1.0,0.0,0.0
5930,Craugastor vocalis,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),36.016827189509186,12.630020178844816,1.0,0.9830636474268398,1.0,0.9324437501479301,0.9932660248589922
5931,Bolitoglossa mexicana,1,1,1,Paulina Arias Caballero-CONABIO,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),2.381334083523245,0.1573521287501938,1.0,1.0,1.0,0.9080316644222955,0.9080316644222955
5932,Bolitoglossa mexicana,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),30.744183809197082,17.211905483760074,1.0,0.997085338084211,1.0,0.9882900029531082,0.976635983101781
5933,Ptychadena submascareniensis,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International",0,Extant (resident),1.0907688445969603,0.03171857757404405,1.0,1.0,1.0,1.0,1.0
5934,Pristimantis pruinatus,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),0.04364518482351892,0.00010180614672130353,1.0,1.0,1.0,1.0,1.0
5935,Ptychadena oxyrhynchus,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),285.31486256086947,675.0829505934952,0.9971343615883675,0.9966885725371311,0.9987983621584821,0.9840827240304372,0.9798174662693143
5936,Bolitoglossa taylori,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.8866560600403159,0.027195666756893725,1.0,1.0,1.0,1.0,1.0
5937,Hynobius ikioi,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.8044156376241953,0.4601135294636453,1.0,1.0,1.0,1.0,1.0
5938,Mannophryne olmonae,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.742804640019563,0.013178209591869263,1.0,1.0,1.0,1.0,1.0
5939,Philautus leitensis,1,1,1,Kelsey Neam,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),6.897678001522622,0.5292155999314903,0.9628479724367152,0.9628479724367152,0.9257190785173001,1.0,0.9257660569712398
5940,Philautus leitensis,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),6.38357523435329,0.2859672904185414,1.0,1.0,1.0,1.0,1.0
5941,Boophis rhodoscelis,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),10.186530083078072,1.7005768633453298,1.0,1.0,1.0,1.0,1.0
5942,Cophixalus kethuk,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.2275130064423065,0.024394023356062694,0.0,1.0,1.0,1.0,1.0
5943,Pristimantis jaimei,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10269200482146229,0.0008391653157835689,1.0,1.0,1.0,1.0,1.0
5944,Pristimantis ameliae,3,1,1,Grisel Velasquez,2020,Grisel Velasquez and Margarita Lampo,0,Possibly Extant (resident),0.12916048556638673,0.0008301424874593673,1.0,1.0,1.0,1.0,1.0
5945,Pristimantis ameliae,1,1,1,Grisel Velasquez,2020,Grisel Velasquez and Margarita Lampo,0,Extant (resident),0.7608033450243442,0.0058432744141751905,1.0,1.0,1.0,1.0,1.0
5946,Isthmohyla insolita,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.44350187763859894,0.005588134916888647,1.0,1.0,1.0,1.0,1.0
5947,Rhinella paraguas,1,1,1,Kelsey Neam,2016,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.4664760351932988,0.05867216148021965,1.0,1.0,1.0,1.0,1.0
5948,Rhinella paraguas,1,1,1,Kelsey Neam,2016,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.46647603505319,0.05867216147168712,1.0,1.0,1.0,1.0,1.0
5949,Hylophorbus atrifasciatus,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.6625247411625887,0.21744494981287715,0.4998980597270698,0.4998980597270698,0.8749941871817857,1.0,1.0
5950,Hylophorbus atrifasciatus,1,1,1,Steve Best & Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.097811074745502,0.4191614393206315,1.0,1.0,1.0,1.0,1.0
5951,Boana rubracyla,3,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extant (resident),0.8987982083258159,0.06428545409878691,1.0,1.0,1.0,0.49999285728458287,0.49999285728458287
5952,Boana rubracyla,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),8.39334400925599,2.039302732330553,1.0,1.0,1.0,0.9444315967123034,0.9444315967123034
5953,Craugastor stuarti,1,1,1,Paulina Arias Caballero-CONABIO,2019,"IUCN (International Union for Conservation of Nature), CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),0.8467868082194098,0.02183081104634975,1.0,1.0,1.0,1.0,1.0
5954,Craugastor stuarti,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),4.009910303503851,0.12932109668167935,1.0,1.0,1.0,0.9285529167321565,1.0
5955,Pristimantis bellona,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.5198389327953791,0.01277883682682881,1.0,1.0,1.0,1.0,1.0
5956,Eleutherodactylus grandis,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.39171049979787576,0.010057951094021559,1.0,1.0,1.0,1.0,1.0
5957,Centrolene daidalea,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),1.863391721671721,0.05730503652112644,1.0,1.0,1.0,1.0,1.0
5958,Centrolene daidalea,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),8.747541665474074,0.4155062851815654,1.0,1.0,1.0,0.9259527729034508,1.0
5959,Cophixalus desticans,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),13.297753863701217,0.5957559476205238,1.0,1.0,1.0,1.0,1.0
5960,Caecilia flavopunctata,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),8.151443703941437,0.05341584055960115,1.0,1.0,1.0,1.0,1.0
5961,Craugastor montanus,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),1.5798793847953665,0.04909914671820888,1.0,1.0,1.0,1.0,1.0
5962,Caecilia attenuata,6,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Presence Uncertain,0.1011352596084052,0.0008139153399133074,1.0,1.0,1.0,1.0,1.0
5963,Rhinella arequipensis,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),1.519468528339399,0.07985050487639259,1.0,1.0,1.0,1.0,1.0
5964,Pristimantis colomai,1,1,1,"Carolina Reyes-Puig, Mauricio Rivera and Mario Yanez-Munoz",2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2012657902315623,0.0008058199497535741,1.0,1.0,1.0,1.0,1.0
5965,Hyperolius davenporti,1,1,1,Louise Hobin,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.34089080148813455,0.0035917058499952996,1.0,1.0,1.0,1.0,1.0
5966,Hyperolius davenporti,1,1,1,Louise Hobin,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.34089080148813455,0.0035917058499952996,1.0,1.0,1.0,1.0,1.0
5967,Bolitoglossa alberchi,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.866494011943182,0.5094901014030988,1.0,1.0,1.0,0.8001062056496688,0.8001062056496688
5968,Bolitoglossa alberchi,1,1,1,Paulina Arias Caballero-CONABIO,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.656398562887361,0.18601156146167694,1.0,1.0,1.0,1.0,1.0
5969,Pristimantis polychrus,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),7.958353168112901,0.14240557619613908,1.0,1.0,1.0,0.9000494550274475,0.9000494550274475
5970,Eleutherodactylus grunwaldi,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.5599752196941515,0.015031447737458055,1.0,1.0,1.0,1.0,1.0
5971,Eleutherodactylus gossei,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),6.223761778294659,0.739668152714759,1.0,1.0,1.0,1.0,0.8000109735050311
5972,Raorchestes gryllus,1,1,1,Harry Leung,2015,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Extant (resident),0.8907303886542182,0.013639659805744445,1.0,1.0,1.0,1.0,1.0
5973,Raorchestes gryllus,1,1,1,Harry Leung,2015,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Extant (resident),4.981792100626097,0.17060677355276144,1.0,1.0,1.0,0.7999050684643267,0.7999988555454425
5974,Raorchestes gryllus,1,1,1,Harry Leung,2015,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Extant (resident),5.874974510287697,0.18425394409096202,1.0,1.0,1.0,0.8332932039634364,0.8333713415938222
5975,Craugastor rupinius,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),12.423677370739062,1.5356970829607137,1.0,1.0,1.0,0.9435588369371688,1.0
5976,Hyloxalus craspedoceps,1,1,1,Philip Bowles,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.11364007761018119,0.0010274987136858211,1.0,1.0,1.0,1.0,1.0
5977,Hyperolius molleri,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),1.9043563059128048,0.08152879353620093,1.0,1.0,0.6000932973120477,1.0,1.0
5978,Cryptobatrachus ruthveni,1,1,1,Louise Hobin,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.8832449118126617,0.034030703415393486,1.0,1.0,1.0,0.7997971649804817,0.7997971649804817
5979,Rhinella manu,1,1,1,Kelsey Neam,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),6.304962803770653,0.7636228453624764,1.0,1.0,1.0,0.9655604295549758,1.0
5980,Atelopus minutulus,4,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.10161963143750953,0.0008217304582815411,1.0,1.0,1.0,1.0,1.0
5981,Microhyla minuta,3,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),10.140660785120097,0.22936740905836275,1.0,1.0,1.0,1.0,0.8748949625976614
5982,Microhyla minuta,1,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.153501233429901,0.054683424606403366,1.0,1.0,1.0,1.0,1.0
5983,Oreolalax rugosus,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),13.71875153629369,3.712532977748231,0.9892553092497061,1.0,1.0,1.0,1.0
5984,Atelopus onorei,4,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.10675627586372696,0.0009069048142064783,1.0,1.0,1.0,1.0,1.0
5985,Xenorhina arfakiana,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.5063944287493939,0.020091389217938526,1.0,1.0,1.0,0.5000214281462513,0.5000214281462513
5986,Uperodon palmatus,1,1,1,Lauren Warr,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),1.4561413137610975,0.09192727549653307,0.8333771745331224,0.8333771745331224,0.8333771745331224,0.6666666666666667,0.6666666666666667
5987,Cacosternum plimptoni,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),9.067296388433661,3.6490821273738407,0.9540122940278346,0.9540122940278346,0.9425077570282621,1.0,1.0
5988,Eleutherodactylus dennisi,1,1,1,Lauren Warr,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),1.7160714935286734,0.07610199606960122,1.0,1.0,1.0,1.0,1.0
5989,Pristimantis viejas,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),12.592912619190324,1.0864104725634236,1.0,1.0,1.0,1.0,1.0
5990,Bolitoglossa franklini,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),4.726564007757381,0.2821786695867743,1.0,1.0,1.0,0.8748144752860546,1.0
5991,Nymphargus phenax,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.09823845950459986,0.00076795662782745,1.0,1.0,1.0,1.0,1.0
5992,Nymphargus phenax,1,1,1,Steve Best,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.09823845947069659,0.0007679566272976168,1.0,1.0,1.0,1.0,1.0
5993,Boophis sibilans,1,1,1,Louise Hobin,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),53.30183425896555,2.76698512081443,1.0,1.0,1.0,0.9611985000583666,0.9379215931225788
5994,Kassina cochranae,1,1,1,Jennifer Luedtke,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),20.323679628949222,14.267853702973218,1.0,0.9928885652599484,1.0,0.9928669251260619,0.9892807075201671
5995,Oedipina carablanca,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.8477233173621687,0.03954567108663327,1.0,1.0,1.0,1.0,1.0
5996,Amolops cucae,1,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Extant (resident),5.602040045191889,0.042871569442429355,1.0,1.0,1.0,0.8748076770349633,1.0
5997,Colostethus poecilonotus,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.8175250498334476,0.05168176727803116,1.0,1.0,1.0,1.0,1.0
5998,Litoria vagabunda,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.8050135487994393,0.02628868297566434,1.0,1.0,1.0,1.0,1.0
5999,Pelobates cultripes,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.071488359333216,0.2743183170396247,1.0,1.0,1.0,1.0,1.0
6000,Pelobates cultripes,1,1,1,IUCN,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),78.15567980244136,51.87726594042126,1.0,1.0,1.0,0.9820338929064503,1.0
6001,Odorrana orba,1,2,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Extant & Reintroduced (resident),64.02741525526011,1.2557176350536483,1.0,1.0,1.0,0.8324652877567904,0.7714990295654646
6002,Odorrana orba,3,2,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Possibly Extant & Reintroduced (resident),64.02741527435279,1.2557176350034673,1.0,1.0,1.0,0.8324652877567904,0.7714990295654646
6003,Ansonia latirostra,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.5157585217471208,0.011058014234807876,1.0,1.0,1.0,1.0,1.0
6004,Atelopus bomolochos,6,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Presence Uncertain,1.5009951723905572,0.059914324043617864,1.0,1.0,1.0,1.0,1.0
6005,Atelopus bomolochos,4,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,2.3285787875233916,0.2512225385839359,1.0,1.0,1.0,1.0,1.0
