,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,MAT_nichefrac_2021,MTWM_nichefrac_2021,MTCM_nichefrac_2021,AP_nichefrac_2021,PDQ_nichefrac_2021
6006,Atelopus bomolochos,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.3347779569149057,0.00786450360512934,1.0,1.0,1.0,1.0,1.0
6007,Pristimantis stenodiscus,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),0.14016989861380733,0.0003333524187807567,1.0,1.0,1.0,1.0,1.0
6008,Oreobates yanucu,1,1,1,Sean Lyon,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10439567013865877,0.0008672404898672823,1.0,1.0,1.0,1.0,1.0
6009,Dermophis mexicanus,1,1,1,"Kelsey Neam, Vladlen Henríquez & Francisco S. Álvarez",2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),19.469281994917868,2.2075850408293065,0.969624714684622,1.0,0.9848199310401218,1.0,1.0
6010,Dermophis mexicanus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),14.709475318027588,2.5452543107790158,1.0,0.9735291325577701,1.0,0.9605406387307969,0.9342579702590025
6011,Dermophis mexicanus,1,1,1,Louise Hobin & Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),9.323899059815368,1.4366213965868517,1.0,1.0,1.0,1.0,1.0
6012,Dermophis mexicanus,1,1,1,Steve Best,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),4.723560233317569,0.4493363669391368,1.0,0.946628733053071,1.0,0.8933203744839063,1.0
6013,Oreophryne matawan,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Extant (resident),0.09916497377461318,0.0007825107640536086,1.0,1.0,1.0,1.0,1.0
6014,Plethodontohyla tuberata,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),5.910414179564966,1.820521599496943,1.0,1.0,1.0,1.0,1.0
6015,Amolops chunganensis,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),43.900890587361594,18.602162977576025,1.0,0.9930632721278527,1.0,0.9952335472831372,0.9928835218403006
6016,Boophis vittatus,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),6.607382190706455,0.9802491962636345,1.0,1.0,1.0,0.8489856245609055,0.9698387341154998
6017,Adenomera diptyx,1,1,1,Sheila Andrade & Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),53.4629972806341,46.88983240494759,1.0,1.0,1.0,0.9884666227410612,0.9942340750789092
6018,Adenomera diptyx,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),4.708435505505022,1.0491629135211122,1.0,1.0,1.0,1.0,1.0
6019,Adenomera diptyx,6,1,1,Sheila Andrade & Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Presence Uncertain,5.353903265545694,1.4597271285830808,1.0,1.0,1.0,1.0,1.0
6020,Adenomera diptyx,6,1,1,Sheila Andrade,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Presence Uncertain,0.5822905016329402,0.026954515030219364,1.0,1.0,1.0,1.0,1.0
6021,Agalychnis buckleyi,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),22.249619318435123,4.230196168684477,1.0,1.0,1.0,1.0,0.9918130596122152
6022,Allobates kingsburyi,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),12.092982409682868,1.286165189782202,1.0,1.0,1.0,1.0,1.0
6023,Amazophrynella siona,1,1,1,Grace Reyes-Ortega and Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),11.987378853204804,7.451206892511852,1.0,1.0,1.0,1.0,1.0
6024,Amolops kohimaensis,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.08928331713605278,0.000634326048091085,1.0,1.0,1.0,1.0,1.0
6025,Amolops nidorbellus,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.08928331713605278,0.000634326048091085,1.0,1.0,1.0,1.0,1.0
6026,Andrias davidianus,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),22.32860795296002,13.923070924990792,1.0,1.0,1.0,1.0,1.0
6027,Andrias davidianus,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),5.424618668265047,2.1258056800049445,1.0,1.0,1.0,1.0,0.9575478180477993
6028,Andrias davidianus,6,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,3.0319375799213195,0.608382981688903,1.0,1.0,1.0,1.0,1.0
6029,Andrias davidianus,6,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,1.3284909683322845,0.12889358227097353,1.0,1.0,1.0,1.0,1.0
6030,Andrias davidianus,6,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,1.3414571051784276,0.13245801047051917,1.0,1.0,1.0,1.0,1.0
6031,Andrias davidianus,6,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,46.26501742047425,14.125492613854437,1.0,1.0,1.0,1.0,1.0
6032,Andrias sligoi,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),10.077811001198118,5.323438880750127,1.0,1.0,1.0,1.0,1.0
6033,Andrias sligoi,6,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,3.0319375799213195,0.608382981688903,1.0,1.0,1.0,1.0,1.0
6034,Andrias sligoi,6,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,1.3284909683322845,0.12889358227097353,1.0,1.0,1.0,1.0,1.0
6035,Astrobatrachus kurichiyana,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.0704809780520464,0.00025212796309289975,1.0,1.0,1.0,1.0,1.0
6036,Barycholos pulcher,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),14.018212518702645,4.774697300072144,1.0,1.0,1.0,0.92856953177184,0.9374889873855461
6037,Blythophryne beryet,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),7.983552060373467,0.374250405949942,1.0,1.0,0.9442344186752958,1.0,1.0
6038,Blythophryne beryet,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.5008796044596096,0.007499130638344408,1.0,1.0,1.0,1.0,1.0
6039,Blythophryne beryet,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.5578097167293782,0.009557269549483726,0.7498902703828001,1.0,0.0,1.0,1.0
6040,Blythophryne beryet,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.1841233173839663,0.05810480987014182,0.0,1.0,0.0,1.0,1.0
6041,Blythophryne beryet,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.3068429298060614,0.004358873249550678,1.0,1.0,1.0,1.0,1.0
6042,Boana almendarizae,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),8.585373977551386,1.1999997560331848,1.0,1.0,1.0,1.0,1.0
6043,Boana picturata,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),23.93112469644005,6.758790834395807,1.0,1.0,1.0,0.8757786512720765,0.8447192195655991
6044,Boana punctata,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.6098178709568316,0.38306077732097765,1.0,1.0,1.0,1.0,0.9375305349229496
6045,Boana punctata,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.7091369112917136,0.5060318108755616,1.0,1.0,1.0,1.0,1.0
6046,Boana punctata,1,1,1,Sheila Andrade,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),200.51078196570032,686.8691903628672,,,,,
6047,Boana tetete,1,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),18.257507244996425,8.276008568581112,1.0,1.0,1.0,0.9886834298134418,1.0
6048,Bolitoglossa equatoriana,1,1,1,Grace Reyes-Ortega,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),7.578936776818392,4.074823912687743,1.0,1.0,1.0,1.0,1.0
6049,Bufoides kempi,1,1,1,Louise Hobin,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.09088128054557175,0.0006572355468954796,1.0,1.0,1.0,1.0,1.0
6050,Caecilia crassisquama,1,1,1,Grace Reyes-Ortega,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.5582756489765178,0.02480187885916361,1.0,1.0,1.0,1.0,1.0
6051,Caecilia crassisquama,6,1,1,Grace Reyes-Ortega,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,0.5843274809809216,0.027170646024772472,1.0,1.0,1.0,0.7500369396790972,0.7500369396790972
6052,Ceratophrys cranwelli,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),54.60501189250585,101.92588481102798,1.0,1.0,1.0,0.9970916606108251,1.0
6053,Ceratophrys cranwelli,1,1,1,Sheila Andrade,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.839388486599922,0.08958144810831087,1.0,1.0,1.0,1.0,1.0
6054,Ceratophrys testudo,1,1,1,Grace Reyes-Ortega,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.2493472069275015,0.004947577436134993,1.0,1.0,1.0,1.0,1.0
6055,Chikila alcocki,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11209769546644355,0.0009999286527163493,1.0,1.0,1.0,1.0,1.0
6056,Chikila alcocki,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11209769564039344,0.0009999286558196906,1.0,1.0,1.0,1.0,1.0
6057,Chikila alcocki,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11209769539037559,0.0009999286513592645,1.0,1.0,1.0,1.0,1.0
6058,Chikila alcocki,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.112097695569643,0.0009999286545574145,1.0,1.0,1.0,1.0,1.0
6059,Chikila alcocki,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11209769557135266,0.0009999286545879112,1.0,1.0,1.0,1.0,1.0
6060,Chikila darlong,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.008533649463171849,4.5914113209447545e-06,1.0,1.0,1.0,1.0,1.0
6061,Chikila darlong,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.008066099907461027,3.2629323144243705e-06,1.0,1.0,1.0,1.0,1.0
6062,Chikila darlong,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.015308435247327222,1.0595032077136284e-05,1.0,1.0,1.0,1.0,1.0
6063,Chikila fulleri,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.10501532605853733,0.000874958638458758,1.0,1.0,1.0,1.0,1.0
6064,Chikila fulleri,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.10532199347607156,0.0008797446281263416,1.0,1.0,1.0,1.0,1.0
6065,Chikila fulleri,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.10562567604418714,0.0008844780789758418,1.0,1.0,1.0,1.0,1.0
6066,Chikila fulleri,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.11953983170439757,0.0011159271598236385,1.0,1.0,1.0,1.0,1.0
6067,Chikila fulleri,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.1281401121926899,0.0012770093093236149,1.0,1.0,1.0,1.0,1.0
6068,Chikila fulleri,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.11948753961411036,0.001115410509015445,1.0,1.0,1.0,1.0,1.0
6069,Chikila fulleri,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),0.10507213466725279,0.0008758456791608332,1.0,1.0,1.0,1.0,1.0
6070,Chikila fulleri,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11209769556622956,0.0009999286544965127,1.0,1.0,1.0,1.0,1.0
6071,Chikila gaiduwani,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11209769551509659,0.000999928653584376,1.0,1.0,1.0,1.0,1.0
6072,Chikila gaiduwani,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.2283552998394266,0.003020109596627103,1.0,1.0,1.0,1.0,1.0
6073,Chikila gaiduwani,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11209769547970506,0.00099992865295299,1.0,1.0,1.0,1.0,1.0
6074,Chikila gaiduwani,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11209769549811056,0.000999928653281333,1.0,1.0,1.0,1.0,1.0
6075,Chikila gaiduwani,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11209769543412745,0.0009999286521397948,1.0,1.0,1.0,1.0,1.0
6076,Chthonerpeton onorei,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.07084583262015415,0.00039939969490019277,1.0,1.0,1.0,1.0,1.0
6077,Cynops cyanurus,1,1,1,Xie Feng,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.523834329295308,0.8809566035909762,1.0,1.0,1.0,1.0,1.0
6078,Dendropsophus carnifex,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.647623754989681,0.25978837286328793,1.0,1.0,1.0,1.0,1.0
6079,Dendropsophus carnifex,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.38541041932423015,0.008977759158160629,1.0,1.0,1.0,1.0,1.0
6080,Dendropsophus elianeae,1,1,1,Sheila Andrade & Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.
",0,Extant (resident),58.79472424854857,97.6185856505594,1.0,1.0,0.997743659997247,0.9982803009462271,0.9994285216058555
6081,Dendropsophus melanargyreus,1,1,1,Sheila Andrade & Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.
",0,Extant (resident),72.62581714878966,215.551767481825,0.9896060781081779,0.9792027956951982,1.0,1.0,1.0
6082,Dendropsophus melanargyreus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.
",0,Extant (resident),17.599067076946987,7.9208797907172,1.0,1.0,1.0,1.0,1.0
6083,Dendropsophus nanus,1,1,1,Sheila Andrade,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),299.1465625961726,713.0132066418211,,,,,
6084,Dendropsophus nanus,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),20.673661344905806,15.428148135264394,1.0,1.0,1.0,1.0,1.0
6085,Dermatonotus muelleri,1,1,1,Sheila Andrade,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.
",0,Extant (resident),71.77047307267497,165.86344831581076,0.9996488831458641,0.9588657246562132,1.0,1.0,1.0
