,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,urbanareas_2021,cropland_2021,rangeland_2021,managed_pasture_2021
2510,Barbourula busuangensis,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.7219309599943795,0.11956675203367066,0.0012540803665344266,0.05794490039164792,6.569539644631023e-05,0.010490054371865513
2511,Barbourula busuangensis,6,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,1.9104252500171235,0.03264958416419124,0.0,0.02929855231195688,0.00027903951494515425,0.011251122690737247
2512,Microkayla wettsteini,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.26071060724820216,0.0054087450867363425,0.0009515637066215277,0.013763717375695705,0.00019987885025329888,0.12381996214389801
2513,Caecilia pachynema,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),13.222421628916107,0.8369883467676209,0.013087470007603918,0.12482699482644055,0.004415325429337126,0.20064234155100844
2514,Callulops personatus,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.978591486140645,0.9749563038110276,0.0015562466056171583,0.036005096726293595,0.0013639348089792356,0.004265433477579343
2515,Callulops personatus,3,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),4.287368328748629,0.43235254768067166,0.0002150520690398717,0.031267611176788744,0.0003171556923708605,0.004368184512205417
2516,Gastrotheca griswoldi,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),4.281675113126923,0.5090366644090845,0.001705199103074622,0.10741985870101148,0.06996648187166046,0.2909061699743898
2517,Gastrotheca griswoldi,6,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Presence Uncertain,0.5636412005822627,0.020210990102504888,0.005772356966149339,0.0877599349888403,0.015880672190289512,0.35096544115585904
2518,Atelopus gigas,4,1,1,Laurence Jarvis,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.07557217773582746,0.000454456736263353,0.013114274479448795,0.2622077465057373,0.0030864421278238297,0.3419427275657654
2519,Pelophylax shqipericus,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.800666518599095,0.6044792662666084,0.010297432605150047,0.1754305172555634,0.0164248428362447,0.1121918573823952
2520,Pelophylax shqipericus,6,3,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain & Introduced,0.07042762199190548,0.0003946872888737542,0.04850143566727638,0.16735318303108215,1.5405834385973094e-09,0.12560249865055084
2521,Pelophylax shqipericus,1,3,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant & Introduced (resident),0.07334247181922941,0.00042803479517730875,0.023173024877905846,0.30210739374160767,5.123477753166128e-10,0.06759428232908249
2522,Sylvirana guentheri,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),164.6116431909227,166.36315667179704,0.014707646745293023,0.22002577946561327,0.0007360395072926151,0.1420523289435465
2523,Sylvirana guentheri,1,3,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant & Introduced (resident),0.4997666480096171,0.013993515148858923,0.0,0.0,0.0,0.0
2524,Hymenochirus boulengeri,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International",0,Extant (resident),1.0201229529331277,0.041608568851429426,0.0012615703012796315,0.038583965357657346,0.015610996897393944,0.04181475679410336
2525,Sechellophryne gardineri,1,1,1,Ariadne Angulo,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.5008252071149493,0.0026809988937093005,0.0,0.0,0.0,0.0
2526,Kalophrynus palmatissimus,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.849114723472378,0.13115630060505676,0.1153236537876244,0.32421687353317397,0.002439997730122095,0.011204602380774687
2527,Nyctimystes gularis,1,1,1,Lauren Warr & Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),15.018697105707904,0.25090155748654686,0.00038141221065065564,0.027324643475750175,0.0005481460257143081,0.003570760226540238
2528,Telmatobius brachydactylus,1,1,1,IUCN,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.8912574872258895,0.04547268468491223,0.003057559858129489,0.19430010087352687,0.12903080876136022,0.33859926883024827
2529,Telmatobius brachydactylus,6,1,1,IUCN,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Presence Uncertain,2.8517963223072997,0.2391192252236391,0.0023097807878824654,0.16079400722937157,0.136333458874753,0.269890692043866
2530,Amietia angolensis,1,1,1,Jennifer Luedtke,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),22.861508683268138,28.485851521971902,0.0016186475807418335,0.04264191794371823,0.0641152224649624,0.3000020976770262
2531,Nothophryne unilurio,1,1,1,Krystal Tolley,2019,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.1315160812761198,0.0007817951821280586,0.0006290166056714952,0.08875465393066406,0.12193084508180618,0.41186949610710144
2532,Megophrys caobangensis,3,1,1,Timothy Cutajar & Benjamin Tapley,2020,IUCN (International Union for Conservation of nature) & Conservation International,0,Possibly Extant (resident),1.5683861461521866,0.01719898881194722,0.0,0.28579071164131165,0.0,0.024490216746926308
2533,Megophrys caobangensis,1,1,1,Timothy Cutajar & Benjamin Tapley,2020,IUCN (International Union for Conservation of nature) & Conservation International,0,Extant (resident),0.3695659197436235,0.0018422467936872358,0.0,0.28579071164131165,0.0,0.024490216746926308
2534,Hemisus guineensis,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),219.75582131888464,532.8498456473314,0.003550409281184485,0.14528205379287504,0.08279093188580625,0.1792509228133421
2535,Dendrotriton xolocalcae,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.21168276715895065,0.001782902400350726,0.0015079011209309101,0.07098031044006348,0.025020873174071312,0.05434267222881317
2536,Dendrotriton xolocalcae,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.08947888165672796,0.0006371184858905256,0.007151779718697071,0.2746063470840454,1.2152127082387665e-09,0.08270947635173798
2537,Anaxyrus kelloggi,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),35.739159764408846,9.869085249790151,0.003784576015997359,0.11357108618511891,0.27223061540891064,0.023379330536350232
2538,Babina holsti,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),0.6195344553864347,0.02138597026310873,0.0,0.01913350634276867,0.0,0.0
2539,Babina holsti,1,1,1,IUCN,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),0.19238531300403444,0.0013502629383279792,0.0,0.0,0.0,0.0
2540,Congolius robustus,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International",0,Extant (resident),6.534231468071778,1.411348133673906,3.099126899427321e-05,0.008276613615118002,0.0010298787668310161,0.012999090059826534
2541,Alsodes barrioi,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.3500247210031695,0.23135975991910204,0.003290452133839556,0.03631056086087708,0.00317166985730425,0.05454297983360217
2542,Rhaebo andinophrynoides,1,1,1,Diego Cisneros-Heredia,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),14.185567840291991,0.8838609732043387,0.0037265759314446417,0.02968922054688226,0.010806349949452029,0.11603851782299308
2543,Hyloxalus faciopunctulatus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.1077405518772514,0.0009237051556774911,0.0001797181903384626,0.0014652429381385446,0.0003355809021741152,0.007872826419770718
2544,Boulengerula spawlsi,1,1,1,"Patrick Malonza, Victor Wasonga, Vincent Muchai",2020,IUCN (International Union for Conservation of Nature) and National Museums of Kenya,0,Extant (resident),0.27549913390121744,0.003081736639060147,0.01043965294957161,0.17837728187441823,0.06092188540049425,0.2933162748813629
2545,Philautus acutirostris,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.6832829300079424,0.34154701779450947,0.008390935463762522,0.3363026920842817,0.0009017133043528162,0.02184211891763532
2546,Philautus acutirostris,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.5673390410268135,0.08282772607938972,0.00962757308553485,0.16698048533202153,2.48028361114192e-10,0.018984928892578044
2547,Philautus acutirostris,1,1,1,Kelsey Neam,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),5.060646682207708,0.47065969929322926,0.009229846068039243,0.22793851317920086,0.0007118852441475679,0.03101983688340522
2548,Craugastor spatulatus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.21480941248292676,0.003671856717349154,0.01097847893834114,0.1500030905008316,0.00031538659823127096,0.20470808446407318
2549,Craugastor spatulatus,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.42961882512007166,0.007343713439970529,0.02459072599156136,0.09680196077368902,0.0017465425033888486,0.16476558829779092
2550,Bolitoglossa cataguana,1,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2681905279341532,0.0024495725135746755,0.0006190224545020774,0.11984505190937261,0.00403697206273027,0.1581378710862886
2551,Ranitomeya fantastica,1,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10037844460559553,0.0008017793408044581,0.00027956010308116674,0.0013142266543582082,0.0,0.0
2552,Ranitomeya fantastica,6,1,1,Kelsey Neam & Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Presence Uncertain,0.1211693588502159,0.0011624391125585882,0.00014545010344590992,0.0019280238775536418,6.707728990307249e-12,0.000165674471645616
2553,Ranitomeya fantastica,1,1,1,Kelsey Neam & Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),2.9291240628782766,0.5746825109605321,0.0019547965920390735,0.09482043626275699,9.573136514182216e-05,0.0006381282223274531
2554,Pristimantis sarisarinama,1,1,1,Grisel Velasquez,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),12.99388887399357,0.10242106484629548,3.1638606617869866e-05,8.872305371210856e-06,0.0,0.0
2555,Strabomantis necopinus,1,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),1.1705895272386153,0.025083866491238296,0.009634677534128621,0.053007265366502486,0.027361068621455046,0.46566769279554004
2556,Meristogenys kinabaluensis,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),16.518134679847037,4.16286574906044,0.0029873554943214593,0.04703093233081208,0.0004342969705260988,0.0006283401961743823
2557,Incilius bocourti,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),3.7505953001801324,0.7029843769095172,0.05157452193417415,0.1069791920254653,2.97412677520523e-09,0.1821578879551905
2558,Incilius bocourti,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),1.4424518089199534,0.09374130465865749,0.019096443507624773,0.14867891169559214,1.9881101294677064e-09,0.17230014166270552
2559,Pseudoeurycea leprosa,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2014,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad).",0,Extant (resident),11.749394393982595,1.0315606042836138,0.07522732379386624,0.19671696335685854,0.0014413221981053961,0.24194318370511736
